Nquest;Indicaçãodedataehora;@1.ParacomeçarselecioneemqualcategoriadeusuáriodoSistemadeBiblio;@2.Informequaloseusexo;@3.Casosejaalunoaselecioneacategoriadeensinodoseucurso;@4.Selecioneemqualáreadoconhecimentooseucursoestáinserido;@5.Selecioneasbibliotecasquevocêfrequenta;@6.Possuialgumtipodedeficiência;@7.Sesimselecionequaléasuadeficiência;@8.QualisdosserviçoseourecursosoferecidospelaBibliotecaUniversit;@9.Emquaisdosseguintescanaisvocêidentificaadivulgaçãodosserviços;@10.VocêjáacessouapáginadabibliotecanaInternet;@11.Vocêtemrecebidoasnotificaçõesemitidasautomaticamentepelosist;@12.Qualoseugraudesatisfaçãoemrelaçãoaocatálogoonline;@13.QualoseugraudesatisfaçãoemrelaçãoaoPortaldePeriódicosdaCAPES;@14.QualoseugraudesatisfaçãoemrelaçãoàBibliotecaDigitaldeTeseseD;@15.QualoseugraudesatisfaçãoemrelaçãoaoRepositórioInstitucionalR;@16.Osserviçoseourecursosdepesquisadisponibilizadospelapáginadab;@17.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@18.Ohoráriodefuncionamentonasbibliotecasquevocêfrequentatematen;@19.Qualoseugraudesatisfaçãocomacordialidadeeouempatiaporpartedo;@20.Vocêjánecessitoudoauxíliodosservidoresdobalcãodeempréstimoda;@21.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@22.Vocêjáfoiatendidoporalgumabibliotecárioanasbibliotecasquevoc;@23.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@24.Vocêjánecessitouseratendidopeloserviçodecomutaçãobibliográfi;@25.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@26.Qualoseugraudesatisfaçãoquantoàeficiêncianaemissãodedeclaraç;@27.Deixeaquiseucomentáriocríticaeousugestãosobreoatendimentonas;@28.Vocêjárecorreuàorientaçãonanormalizaçãodetrabalhosacadêmicos;@29.Sesimqualoseugraudesatisfaçãoquantoaessaorientação;@30.Vocêjáacessoualgumdosrecursoseouferramentasdeauxílioànormali;@31.Sesimqualoseugraudesatisfaçãoquantoaessesrecursos;@32.Naelaboraçãodetrabalhosacadêmicoscomovocêcostumafazeroseulev;@33.Vocêjásolicitouelaboraçãodefichacatalográficaemalgumadasbibl;@34.Sesimqualoseugraudesatisfaçãoquantoàeficiêncianaelaboraçãoen;@35.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@36.VocêjáparticipoudealgumdostreinamentosoferecidospeloSistemad;@37.Sesimqualoseugraudesatisfaçãoquantoaessetreinamento;@38.Vocêjáfezusodealgumdostutoriaisdisponibilizadosnositedabibli;@39.Sesimqualoseugraudesatisfaçãoquantoaessestutorialis;@40.Deixeaquiseucomentáriocríticaeousugestãosobreasatividadesdee;@41.Abibliografiadasdisciplinasdoseucursoestádisponívelnasbiblio;@42.Aquantidademáximadematerialbibliográficoemprestadoporusuário;@43.Aquantidademáximadediasdeempréstimoéde25diasparaalunospesqui;@44.Vocêjáacessoualgumdoscanaiseouferramentasdedivulgaçãodenovas;@45.Oacervodelivroseletrônicosebookscontemplaademandadoseucurso;@46.Deixeaquiseucomentáriocríticaeousugestãosobreacomposiçãodoac;@47.Nasuaopiniãoaclimatizaçãonasbibliotecasquevocêfrequentasãosa;@48.Nasuaopiniãoaluminosidadenasbibliotecasquevocêfrequentasãosa;@49.Nasuaopiniãoaquantidadedemobíliamesascadeirasetc.existentena;@50.Comovocêconsideraaquantidadedecomputadoresdisponibilizadospa;@51.QualoseugraudesatisfaçãocomaqualidadedaredeWiFiinternetsemfi;@52.Deixeaquiseucomentáriocríticaeousugestãosobreainfraestrutura;@53.Ascondiçõesdeacessibilidadenoentornodasbibliotecasquevocêfre;@54.Ascondiçõesdeacessibilidadenoprédiodasbibliotecasquevocêfreq;@55.Nasuaopiniãoosservidoresresponsáveispeloatendimentonasbiblio;@56.VocêconheceoserviçoBUemLibrasdisponívelnapáginadaBibliotecaU;@57.SesimqualoseugraudesatisfaçãoquantoaoserviçoBUemLibras;@58.Oserviçodelevantamentobibliográficoparapessoascomdeficiência;@59.Oserviçodedigitalizaçãodematerialbibliográficoparapessoascom;@60.Apesquisanocatálogoonlinefeitapormeiodomóduloacessibilidaded;@61.Acomposiçãodoacervoemformatoacessíveltaiscomodisponibilizaçã;@62.Deixeaquiseucomentáriocríticaeousugestãosobreaacessibilidade;@63.NasuaopiniãoestequestionáriocontemploutodasasdimensõesdoSist;@64.Qualoseugraudecompreensãodasquestõesaoresponderestequestioná;@65.Deixeaquiseucomentáriocríticaeousugestãosobreaestruturadeste
215;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia Mecânica;Biblioteca de Ciências e Tecnologia (BCT);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo, Solicitação de declaração de nada consta;Notificações enviadas por e-mail, Site da biblioteca;Sim;Sim;4;3;3;4;2; ;Sim;3;Sim;4;Não sei;9;Não conheço;9;4; ;Não;9;Sim;3;Envio e-mail para a(s) biblioteca(s) da UFC, Peço orientações a algum(a) bibliotecário(a) da UFC;Sim;4; ; ;9;Não;9; ;Parcialmente;Insuficiente;Suficiente;Não;Não sei; ;Sim;Sim;Parcialmente;Insuficiente;4; ;Sim;Sim;Não;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Parcialmente;4; 
216;28-mar-2016;Aluno;Masculino;Graduação – Licenciatura;História;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Notificações enviadas por e-mail, Portal da UFC;Sim; ;9;9;9;9;9; ; ;9; ;9; ;9; ;9;9; ; ;9; ;9; ; ;9; ; ;9; ;9; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ;9; ; ; ; ; ; ;9; 
217;28-mar-2016;Aluno;Masculino;Graduação – Licenciatura;História;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Notificações enviadas por e-mail, Portal da UFC;Sim;Sim;4;4;4;4;3; ;Sim;5;Sim;4;Não sei;9;Não conheço;9;9; ;Não;9;Sim;4;Nunca fiz levantamento bibliográfico;Não;9; ;Sim;3;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Não;Suficiente;3; ;Parcialmente;Parcialmente;Sim;Não;9; ; ; ; ; ;Sim;4; 
218;28-mar-2016;Aluno;Masculino;Pós-Graduação – Doutorado;Química;Biblioteca de Ciências e Tecnologia (BCT);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Salas de estudo, Solicitação de declaração de nada consta;Site da biblioteca, Portal da UFC;Sim;Sim;5;5;5;5;5; ;Não;4;Sim;4;Sim;5;Não;9;5; ;Sim;5;Sim;3;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Sim;5; ;Não;9;Sim;5; ;Sim;Suficiente;Suficiente;Sim;Sim; ;Parcialmente;Sim;Não;Insuficiente;1;A rede rede Wi-Fi dificilmente funciona, quando funciona não tem boa qualidade;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;5; 
219;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;5;4;3;3;4; ;Sim;5;Sim;5;Sim;5;Não conheço;9;5;Melhor distribuição dos exemplares nas bibliotecas. O número de exemplares na BICM não supre a demanda.;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Não;Suficiente;2; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;4; 
220;28-mar-2016;Técnico-Administrativo em Educação;Feminino; ;Não se aplica;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta local ao acervo físico, Empréstimo de exemplares, Solicitação de declaração de nada consta;Facebook, Página inicial do catálogo online, Site da biblioteca;Sim;Parcialmente;5;5;5;5;4;Considero um ótimo sistema, mas nem sempre recupera as informações como eu preciso.;Sim;2;Sim;3;Sim;4;Sim;5;5;Acho que alguns atendimentos em algumas das bibliotecas que frequentei deixam a desejar. Muitos nem se quer olham pra nossa cara. Tambpem acho o ambiente da biblioteca do CH muito escuro e sombrio. Deveria ser trabalhado um layout melhor, iluminação e apresentação de cores mais atrativas como o azul, ou outras cores que não dariam o aspecto que se encontra hoje. Já vi muitos servidores também deixando de fazer as atividades rotineiras e acessando redes sociais pessoais, materiais proibidos, atendendo telefones pessoais por longo tempo e deixando de nos atender.;Sim;5;Sim;4;Envio e-mail para a(s) biblioteca(s) da UFC, Peço orientações a algum(a) bibliotecário(a) da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;5;Trabalham muito bem nessa área e nos respondem rapidamente.;Não;9;Sim;5;é uma ótima iniciativa, mas seria bom se tivesse treinamentos virtuais também.;Parcialmente;Suficiente;Suficiente;Sim;Não;Os alunos deveriam também ser consultados, não somente os professores.;Não;Não;Parcialmente;Insuficiente;3;A infraestrutura é insuficiente. Faltam vários ajustes.;Parcialmente;Sim;Parcialmente;Não;9;Parcialmente;Não conheço;Não conheço;Não conheço; ;Sim;5;é uma ótima iniciativa para o aperfeiçoamento e estreitamento no relacionamento com seus respectivos usuários.
221;28-mar-2016;Aluno;Feminino;Pós-Graduação – Mestrado;Letras (Português);Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo, Solicitação de declaração de nada consta, Treinamentos de usuários (normalização, bases de dados etc.), Tutoriais (passo a passo de como utilizar os serviços oferecidos);Notificações enviadas por e-mail, Portal da UFC;Sim;Sim;5;5;4;4;5; ;Sim;5;Não;9;Não;9;Não;9;5; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9; ;9; ;Parcialmente;Suficiente;Suficiente;Não;Não; ;Sim;Sim;Parcialmente;Suficiente;3; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;5; 
222;28-mar-2016;Aluno;Masculino;Graduação – Licenciatura;Ciências Sociais;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Empréstimo de exemplares, Portal de Periódicos da CAPES, Solicitação de declaração de nada consta;Notificações enviadas por e-mail, Site da biblioteca;Sim;Não;4;3;3;3;4; ;Sim;4;Sim;5;Sim;5;Não conheço;9;5; ;Não;9;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;5; ;Sim;2;Não;9; ;Sim;Suficiente;Suficiente;Sim;Não sei; ;Sim;Sim;Não;Insuficiente;2; ;Sim;Sim;Não;Não;9; ; ; ; ; ;Sim;4; 
223;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Ciência da Computação;Biblioteca do Campus de Quixadá (BCQ);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Cartazes, Blog, Facebook, Notificações enviadas por e-mail;Sim;Sim;5;5;9;9;5; ;Sim;3;Sim;4;Sim;4;Não conheço;9;9; ;Não;9;Não;9;Pesquiso em outros sites na Internet, Nunca fiz levantamento bibliográfico;Não conheço;9; ;Sim;4;Não conheço;9; ;Sim;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Sim;Suficiente;4; ;Sim;Sim;Sim;Não;9; ; ; ; ; ;Sim;5; 
224;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Sistemas de Informação;Biblioteca do Campus de Quixadá (BCQ);Não; ;Consulta ao catálogo online, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo;Facebook, Site da biblioteca, Portal da UFC;Sim;Sim;3;3;2;3;5; ;Sim;3;Sim;3;Sim;3;Não conheço;9;4; ;Não;9;Não;9;Não conheço;Não;9; ;Sim;4;Sim;4; ;Sim;Suficiente;Insuficiente;Sim;Não sei; ;Sim;Sim;Parcialmente;Insuficiente;3; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Parcialmente;Sim; ;Sim;5; 
225;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Física (BCF);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Empréstimo de exemplares, EndNote (Gerenciador de Referências Bibliográficas), Gerador automático de referências APA, Internet sem fio (Wi-Fi), Mecanismo online para referências (MORE), Repositório Institucional (RI), Treinamentos de usuários (normalização, bases de dados etc.);Facebook, Notificações enviadas por e-mail, Portal da UFC;Sim;Sim;4;3;3;3;3; ;Não;3;Sim;2;Sim;5;Não;9;9; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;4;Sim;3; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Não;Insuficiente;3; ;Sim;Sim;Não;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;5; 
226;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Direito;Biblioteca da Faculdade de Direito (BFD), Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH);Não; ;Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta local ao acervo físico, Internet sem fio (Wi-Fi), Salas de estudo;Biblionotícias, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;9;9;5;9;4; ;Não;9;Não;9;Sim;5; ;9;9; ;Não;9;Não conheço;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;5; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Não;Suficiente;2; ; ; ; ;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Parcialmente;5;O horário reduzido durante as férias é  prejudicial as pesquisas. Diversos alunos continuam seus trabalhos,  pesquisas,  estágios e estudos durante as férias. A ufc deveria,  pelo menos,  manter uma biblioteca grande,  como a do Ch,  aberta até as nove da noite  durante as férias. Eu uso sempre para estudar,  já que n tenho um local silencioso e apropriado em casa. Não há  razão para os funcionários terem horários reduzidos três meses ao ano,  pelo menos. Nessa cidade q não tem bibliotecas públicas,  a ufc cumpre um papel essencial,  que ultrapassa o mundo acadêmico. Trata-se de um local público e seguro para estudo . Por favor, mudem isso. Imploro. Pelo menos uma aberta nas férias,  uma com espaço de estudo,  como a do Ch.
227;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Comunicação Social (Publicidade e Propaganda);Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Consulta ao catálogo online, Consulta local ao acervo físico, Internet sem fio (Wi-Fi), Salas de estudo, Solicitação de declaração de nada consta;Facebook, Portal da UFC;Sim;Sim;4;3;4;3;4;"O Catálogo Online está muito lento para consulta de livros.
O Pergamum poderia ser um site mais intuitivo.";Sim;3;Não;9;Não;9;Não conheço;9;4;Os funcionários de balcão parecem estar sempre de mau-humor, mas nunca fui mal atendida, porém não sinto simpatia por parte deles.;Não;9;Não;9;Pesquiso em outros sites na Internet;Sim;3;Desconheço vários serviços oferecidos pela biblioteca da UFC;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei;Desconheço o acervo de e-books, poderiam divulgar melhor através do site da UFC.;Sim;Parcialmente;Sim;Insuficiente;3; ;Não;Sim;Sim;Não;9; ; ; ; ; ;Sim;5;Gostei da iniciativa de avaliação da biblioteca, espero que os serviços melhorem e possam atender com maior satisfação à comunidade acadêmica. O tempo que levei para responder ao questionário foi razoável, mas não tenho críticas quanto a isto.
228;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia Civil;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;3;3;3;3;2; ;Sim;4;Não;9;Não;9;Não;9;3; ;Não;9;Não;9;Não conheço; ;9; ;Não;9;Não;9; ;Sim;Insuficiente;Suficiente;Sim;Não;A Biblioteca Central atende praticamente a todos os cursos de Engenharia do Campus do Pici, como muitas engenharias usam o mesmo livro, temos poucos exemplares a disposição.;Sim;Sim;Parcialmente;Insuficiente;2;Deveria haver cabines com mesa e lousa para estudo em grupo, para grupos de cinco pessoas, por exemplo.;Sim;Sim;Parcialmente; ;9; ; ; ; ; ;Parcialmente;3; 
229;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia de Software;Biblioteca do Campus de Quixadá (BCQ);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Banners, Cartazes, Folders, Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;4;4;4;4;5; ;Sim;5;Sim;5;Sim;5;Não conheço;9;9; ;Não conheço;9;Não conheço;9;Nunca fiz levantamento bibliográfico;Não;9; ;Sim;5;Não;9; ;Sim;Suficiente;Suficiente;Sim;Sim; ;Sim;Sim;Parcialmente;Suficiente;4; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Sim; ;Sim;5; 
230;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Internet sem fio (Wi-Fi), Salas de estudo;Portal da UFC;Sim;Não;4;3;4;3;4; ;Sim;5;Sim;4;Sim;4;Não conheço;9;5; ;Não;9;Não;9;Nunca fiz levantamento bibliográfico;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Sim;Suficiente;3;"Tive problemas com autenticação de rede em um dos computadores onde trabalhei em um arquivo em word. Após concluido o trabalho, não tive como enviá-lo para meu e-mail por conta dessa falta de conexão.

Outra questão foi que sentei em uma máquina para trabalhar no office, mas o mesmo estava com sua licença vencida, de modo que não era possível trabalhar nos programas Word, Excel, Power Point, etc."; ; ; ; ;9; ; ; ; ; ;Sim;5; 
231;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES, Salas de estudo, Treinamentos de usuários (normalização, bases de dados etc.);Notificações enviadas por e-mail;Não;Sim;5;4;9;9;9; ;Não;4;Não;9;Sim;5;Não;9;9; ;Não conheço;9;Não conheço;9;Pesquiso no catálogo online;Não conheço;9; ;Sim;5;Não conheço;9; ;Sim;Suficiente;Insuficiente;Não;Não sei; ;Sim;Sim;Parcialmente;Insuficiente;2; ;Sim;Parcialmente;Sim; ;9; ; ; ; ;A biblioteca do LABOMAR não possui acessibilidade, a começar pelo fato de ser no segundo piso e não haver rampas nem elevadores no prédio. E aquela rampa da biblioteca de ciência e tecnologia não deve haver cadeirante que suba!;Sim;4; 
232;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia de Software;Biblioteca do Campus de Quixadá (BCQ);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES, Salas de estudo, Tutoriais (passo a passo de como utilizar os serviços oferecidos);Banners, Cartazes, Folders, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim; ;9;9;9;9;9; ; ;9; ;9; ;9; ;9;9; ; ;9; ;9; ; ;9; ; ;9; ;9; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ;9; ; ; ; ; ; ;9; 
233;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Instituto de Ciências do Mar (BICM);Sim; ;Atendimento presencial na(s) biblioteca(s), Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Repositório Institucional (RI), Salas de estudo;Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Parcialmente;3;3;3;3;3;Aquisição de maior quantidade de livros-textos;Sim;3;Sim;4;Sim;3;Não;9;2; ;Sim;3;Sim;3;Nunca fiz levantamento bibliográfico;Não;9; ;Sim;3;Não;9; ;Parcialmente;Insuficiente;Suficiente;Sim;Não;Elevar o limite de unidades de livro-texto;Sim;Sim;Sim;Insuficiente;2;Mais computadores na BCT;Parcialmente;Não;Parcialmente;Sim;3;Não conheço;Não conheço;Sim;Não conheço; ;Sim;4;Gastei em torno de 10 minutos
234;28-mar-2016;Professor;Feminino; ;Ciências Ambientais;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Pós-Graduação em Economia (BPGEC), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Orientação presencial na normalização de trabalhos acadêmicos, Portal de Periódicos da CAPES, Repositório Institucional (RI), Treinamentos de usuários (normalização, bases de dados etc.);Biblionotícias, Site da biblioteca, Portal da UFC;Sim;Sim;5;5;5;5;5; ;Sim;5;Sim;5;Sim;5;Não;9;5; ;Sim;5;Sim;5;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC, Peço orientações a algum(a) bibliotecário(a) da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;5; ;Sim;5;Sim;5; ;Sim;Suficiente;Suficiente;Não;Não; ;Sim;Parcialmente;Parcialmente;Suficiente;5; ;Sim;Sim;Parcialmente;Não;9; ; ; ; ; ;Sim;5; 
235;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Medicina;Biblioteca de Ciências da Saúde (BCS);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo;Nenhum;Sim;Parcialmente;3;2;2;2;3; ;Não;4;Sim;2;Sim;4;Não conheço;9;9; ; ;9; ;9; ; ;9; ; ;9; ;9; ;Não;Suficiente;Suficiente;Não conheço;Não;Livros para o curso de medicina são INSUFICIENTES e DESATUALIZADOS. Há 3 ANOS solicitamos repetidamente a bibliografia mínima para o curso seguindo todas as normas divulgadas que JAMAIS FOI ATENDIDA. É absurdo que o investimento feito na biblioteca do Porangabuçu não retorne em livros realmente necessários.;Sim;Sim;Não;Suficiente;1;Rede wireless instável e lenta. Na biblioteca do Porangabuçu faltam espaços decentes para estudo individual, bem como gerência quanto à manutenção do silêncio no ambiente.; ; ; ; ;9; ; ; ; ; ;Parcialmente;5; 
236;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Engenharia Ambiental;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Pós-Graduação em Engenharia (BPGE);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Mecanismo online para referências (MORE), Portal de Periódicos da CAPES, Salas de estudo;Banners, Cartazes, Facebook, Portal da UFC;Sim;Parcialmente;5;5;5;5;4; ;Sim;4;Não;9;Sim;5;Não conheço;9;5; ;Não;9;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Sim;9; ;Parcialmente;Suficiente;Insuficiente;Sim;Não sei; ;Sim;Sim;Parcialmente;Insuficiente;4; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;5; 
